[ 2017-06-22T09:15:43+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-06-22T09:15:43+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-06-22T09:15:51+08:00 ] 127.0.0.1 /Public/doLogin.html
[ 2017-06-22T09:15:51+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `auth_group` [ RunTime:0.008767s ]
[ 2017-06-22T09:15:51+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.007332s ]
[ 2017-06-22T09:15:51+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.008521s ]
[ 2017-06-22T09:15:51+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `user` WHERE username='qudao1' LIMIT 1   [ RunTime:0.006823s ]
[ 2017-06-22T09:15:51+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.007835s ]
[ 2017-06-22T09:15:51+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.007110s ]
[ 2017-06-22T09:15:51+08:00 ] /Public/doLogin.html | SQL: UPDATE `user` SET `lasttime`='2017-06-22 09:15:51',`lastip`='127.0.0.1' WHERE username='qudao1' [ RunTime:0.007065s ]
[ 2017-06-22T09:15:51+08:00 ] /Public/doLogin.html | SQL: UPDATE `user` SET `logincount`=logincount+1,`lasttime`='2017-06-22 09:15:51',`lastip`='127.0.0.1' WHERE username='qudao1' [ RunTime:0.006331s ]
[ 2017-06-22T09:15:51+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user_token` [ RunTime:0.008070s ]
[ 2017-06-22T09:15:51+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `user_token` WHERE userid=qudao1 LIMIT 1   [ RunTime:0.008050s ]
[ 2017-06-22T09:15:51+08:00 ] /Public/doLogin.html | SQL: INSERT INTO `user_token` (`token`,`username`,`logintime`,`userid`) VALUES ('4c7d82f34102625305a6ac96254cc6b1','qudao1','2017-06-22 09:15:51','8') [ RunTime:0.007137s ]
[ 2017-06-22T09:15:51+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.007333s ]
[ 2017-06-22T09:15:51+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.006612s ]
[ 2017-06-22T09:15:51+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user_operate` [ RunTime:0.008086s ]
[ 2017-06-22T09:15:51+08:00 ] /Public/doLogin.html | SQL: INSERT INTO `user_operate` (`status`,`userid`,`remark`,`type`,`ip`,`timeadd`) VALUES (1,'8','用户登录',1,'127.0.0.1','2017-06-22 09:15:51') [ RunTime:0.075966s ]

[ 2017-06-22T09:15:51+08:00 ] 127.0.0.1 /
[ 2017-06-22T09:15:51+08:00 ] / | SQL: SHOW COLUMNS FROM `auth_group` [ RunTime:0.006422s ]
[ 2017-06-22T09:15:51+08:00 ] / | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.005888s ]
[ 2017-06-22T09:15:51+08:00 ] / | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.008297s ]
[ 2017-06-22T09:15:51+08:00 ] / | SQL: SELECT `groupid` FROM `user` WHERE id='8' LIMIT 1   [ RunTime:0.007051s ]
[ 2017-06-22T09:15:51+08:00 ] / | SQL: SHOW COLUMNS FROM auth_rule ar [ RunTime:0.005965s ]
[ 2017-06-22T09:15:51+08:00 ] / | SQL: SELECT ar.*,u.username as addname FROM auth_rule ar LEFT JOIN user u on u.id=ar.adduser WHERE ar.status=1 and ar.pid != 0 and ar.groupid='2' ORDER BY ar.sort asc,ar.timeadd  [ RunTime:0.006661s ]
[ 2017-06-22T09:15:51+08:00 ] / | SQL: SELECT `typeid` FROM `user` WHERE id=8 LIMIT 1   [ RunTime:0.005402s ]
[ 2017-06-22T09:15:51+08:00 ] / | SQL: SHOW COLUMNS FROM user u [ RunTime:0.005567s ]
[ 2017-06-22T09:15:51+08:00 ] / | SQL: SELECT at.rule FROM user u LEFT JOIN auth_type at on at.id=u.typeid WHERE u.id=8 and at.status=1 LIMIT 1   [ RunTime:0.005263s ]

[ 2017-06-22T09:15:51+08:00 ] 127.0.0.1 /Public/getJsMenu.html?is_menu=1
[ 2017-06-22T09:15:51+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SHOW COLUMNS FROM `auth_group` [ RunTime:0.006747s ]
[ 2017-06-22T09:15:51+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.006185s ]
[ 2017-06-22T09:15:51+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.007013s ]
[ 2017-06-22T09:15:51+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SELECT `groupid` FROM `user` WHERE id='8' LIMIT 1   [ RunTime:0.008399s ]
[ 2017-06-22T09:15:51+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SELECT `groupid` FROM `user` WHERE id='8' LIMIT 1   [ RunTime:0.005864s ]
[ 2017-06-22T09:15:51+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SHOW COLUMNS FROM auth_rule ar [ RunTime:0.005758s ]
